eval_loss,eval_acc,eval_auc,eval_precision,eval_recall,eval_f1,eval_confusion_matrix
0.6977385878562927,0.46649484536082475,0.5413047181059444,0.2796610169491525,0.6407766990291263,0.38938053097345127,"[[115, 170], [37, 66]]"
