eval_loss,eval_acc,eval_auc,eval_precision,eval_recall,eval_f1,eval_confusion_matrix
1.3993124961853027,0.7036082474226805,0.7785045137114631,0.4620253164556962,0.7087378640776699,0.5593869731800767,"[[200, 85], [30, 73]]"
