eval_loss,eval_acc,eval_auc,eval_precision,eval_recall,eval_f1,eval_confusion_matrix
0.6477921605110168,0.717391304347826,0.43822843822843827,0.0,0.0,0.0,"[[33, 0], [13, 0]]"
0.7063894867897034,0.391304347826087,0.5547785547785548,0.3170731707317073,1.0,0.48148148148148145,"[[5, 28], [0, 13]]"
0.618500292301178,0.7142857142857143,0.6361111111111111,0.0,0.0,0.0,"[[30, 0], [12, 0]]"
0.6191033124923706,0.7142857142857143,0.5166666666666667,0.0,0.0,0.0,"[[30, 0], [12, 0]]"
0.6165571212768555,0.7142857142857143,0.7055555555555555,0.0,0.0,0.0,"[[30, 0], [12, 0]]"
